content,stars,title
"adoramos o passeio, florenca com caminhada acompanhada da guia (que pedimos em alemao) e passar o resto do dia na toscana, almocar na fazenda com vista para as plantacoes e ao fundo san gimignano ao longe na paisagem.",4,MUITO CHARMOSA
"Pousada muito charmosa próxima do centro de Gramado. Local bem romântico para casais, o cuidado com a Pousada e a atenção aos detalhes são essenciais, desde o chá na hora de dormir até os bombons na cama. O café da tarde é excelente e a pousada ideal para casais.",5,Maravilhosa!!!!
"Esta é a segunda vez que nos hospedamos e certamente, voltando para Gramado ficaremos novamente .",5,Incomparável! Quando vou me sinto da família.
"Já faz um tempo que fomos a última vez para a Cabana, mas gostaria de deixar minha avaliação. O local é ótimo, com pessoas extremamente competentes. Lugar lindo em meio a natureza, limpo, calmo e muito aconchegante. Para mim um ponto muito positivo é que a Cabana Jardim de Flores aceita a hospedagens com nossa cadelinha de estimação. A Sophia, uma Lhasa Apso, de 1 ano de idade, foi conosco para a Cabana e foi muito bem atendida e recepcionada por todos os funcionários. O café servido é de primeira linha.",4,Familia
"Bem localizado.  A pousada fica em meio a natureza, ótimo para descansar e tem um excelente atendimento. O café da manhã muito gostoso.  Bem aconchegante. Fomos com criança pequena e foram muito atenciosos.",4,Silencioso
"A Pousada Florença é uma joia instalada bem pertinho da rua coberta, em Gramado. As instalações são muito confortáveis e aconchegantes. O atendimento é ma-ra-vi-lho-so e o café da manhã é servido como se você fosse um rei.",5,Férias Inesquecíveis!
"Um hotel bem localizado, próximo ao centro e silencioso. Parece que estamos num sitio.  Em meio a natureza. Tudo bem limpo e arrumado. O café da manhã é bem variado e gostoso e o atendimento é muito bom.",2,Falta de estrutura e consideração com os hóspedes
"O que mais nos impressionou foi o carinho e a atenção que recebemos no Hotel Florença. Café da manhã perfeito com louças impecáveis e garçom nos servindo na mesa, chá com chocolate servido no quarto no final do dia, água como cortesia no quarto, funcionários preparados e super atenciosos, sempre prontos para nos dar informações e dicas sobre a cidade. Além disso, ótima localização, quarto muito confortável e de tamanho ideal.",4,Chamosa
"Pequena e simples, mas a pousada é bem charmosa e acolhedora. Destaque para os chás da tarde que são servidos todos os dias ao final da tarde. Destaque também para a equipe, que é gentil e atenciosa, sempre disponível.",4,Hospitalidade e localização
"Passamos uma semana perfeita nesta pousada. O quarto é muito aconchegante, limpo e cheiroso. Tudo é nota 10, desde o espaço físico, o atendimento. Agora oque transformou este em um hotel perfeito é o café da manhã. Bem intimista, atendimento especial, tudo muito gostoso, servido em prata e louca branca. Um carinho especial é uma linda bandeja de chá deixada no quarto a noite com uns chocolatinhos! Voltarei sempre!",5,Atendimento nota 10
"Olá pessoal! Tivemos agora em janeiro/14 no Hotel Cabana Jardim de Flores em Gramado e fizemos a reserva pelo Booking, as acomodações nos aptos são bem simples, não tinha ar-condicionado já que o local é frio, mas pegamos uma onda de calor e tivemos que usar ventilador.",5,Ótima opção
"Ótimo custo, bem próximo do centro a ponto de não precisar de carro pra nada. Não sei se o valor da diária vai aumentar depois que o hotel estiver concluído, mas pelo que pagamos, o que recebemos estava bastante de acordo, ou melhor. Quarto espaçoso e moderno, um bom café da manhã e ótimo atendimento",4,Hotel novo e estilo moderno
"Trata-se de um hotel novo, com estilo moderno, bem parecido com hotéis para executivos. O café da manhã é muito bom e a localização também é ótima. A unica coisa que não gostamos foi da sopa que pedimos no hotel, que não estava boa. Eles também só servem os lanches nos quartos, não disponibilizam no local onde servem o café da manhã. Mas isso não chega a ser um problema, pois Gramado tem ótimas opções para jantar.",3,Pode melhorar!
Passamos uma semana nesta pousada aconchegante!,5,Atendimento mais do que especial
"O Cabana Jardim das Flores possui cabanas e apartamentos. Como as cabanas estavam todas alugadas, ficamos em um apto que é super simples, com móveis antigos e banheiro bem ruim. As toalhas são ásperas e de baixa qualidade. O café-da-manhã é muito simples e deixou a desejar, embora seja servido em uma sala agradável, com luz natural. Ah, e a internet não funciona no apartamento, somente na recepção.",4,Tranquilidade e sussego
"Hotel com apartamentos amplos, novos, limpos, confortávies. Staff bastante simpáticos e prestativos. Localização bastante favorável, com distâncias ""andáveis"" a diversas atrações da cidade. Próximo à rodoviária.",4,Excelente
"Ótimo custo benefício. Surpreendeu pelo atendimento: excelente. Funcionários eficientes e bastante prestativos. O quarto é bastante espaçoso e confortável. Só consideramos dispensável a escadinha no meio do quarto, mas nada que chegue a prejudicar a estada.",3,A localização é excelente
"Atendimento familiar é o destaque da pousada. Sempre atentos às necessidades dos hóspedes, a família proprietária acompanha de perto o trabalho dos funcionários. Muito bem localizada, fica a poucos metros do centro de Gramado, permite que o viajante chegue a diversos restaurantes importantes.",5,Atendimento VIP
"Estive com minha noiva e meus pais durante 6 maravilhosos dias hospedados nessa aconchegante pousada, quero agradecer e elogiar a forma como fui tratado por absolutamente todos os colaboradores do hotel, sempre solícitos, atenciosos e com um sorriso no rosto, fantástico! Paulo e Acácio, fica aqui minha sincera gratidão pela perfeita estadia que tivemos.",5,Perfeito
"Eu e minha noiva estivemos na Pousada Florença e podemos dizer que, sem sombra de dúvidas, nunca fomos tão bem tratados em nossas vidas. Destaco a cordialidade dos atendentes Acássio e Paulo, dois verdadeiros amigos que nos ajudaram com muitas dicas de restaurantes e atrações turísticas. Ficamos impressionados com a boa vontade dos funcionários, com o bom-humor, com a solicitude etc. Fora que chegar no hotel e ser chamado pelo nome é outra coisa, né? Se você estiver planejando uma viagem para Gramado e ainda não tiver definido onde ficar, pode ir pra Pousada Florença que eu garanto. Eu fico até me perguntando como as pessoas tem coragem de avaliar a pousada como ""muito boa"". Aqui não tem nada""muito bom"", tudo é excelente: colchão, roupas de cama, café-da-manhã, chá, atendimento, banheiro, localização... Eles são profissionais na arte de fazer você se sentir bem.",5,Pousada Fabulosa!
"Durante nossa estadia nessa maravilhosa ""Guest House"", fomos mais do que bem tratados, se é que é possível. Para que se tenha uma ideia, somente no último dia é que vi uma arrumadeira de tão silenciosos e eficientes no quesito 'A casa é sua, fique a vontade'. Temos experiencia em vários países na europa, américa do norte. Enfim, como bem sugere o nome ela possui desde a beleza ao requinte de Firenze. Nossos Parabéns.Não teremos dúvidas ao aconselhar àqueles que forem a Gramado a Pousada Florença como referencia.",5,Estadia magnífica!
"Pousada maravilhosa. Quarto impecável, roupas de cama importadas, tudo de boa qualidade, desde o primeiro momento você e tratado de maneira única e especial. Ambiente acolhedor, toque de bom gosto. O café da manhã é incrível, porcelana importada. Você se sente uma rainha tudo perfeito. Amei ",5,O atendimento é extraordinário
"Adorei os Chales Cabana Jardim de Flores!!! Os chalés são pequeninos, mas muito aconchegantes!!! Chuveiro uma delícia, quentinhoooo!!! ( No frio que peguei, é essencial!!! ) Tem aquecimento interno e lareira (que não usei, no entanto). A cama é muito boa!!! e a Localização também (MAS para quem está de CARRO, que não for de carro, não recomendo, pois é meio longe do centro de Gramado... se localiza entre Gramado e Canela). O café da manhã é uma delícia... e a funcionária, suuuper receptiva!!!! adorei!!! Ótimo custo x benefício!!! Se voltasse para Gramado ficaria lá novamente!!!",4,Aprovado!
"Gostei muito de me hospedar no Hotel Cabana Jardim das Flores! Lugar bem aconchegante e excelente para quem procura se hospedar num lugar com bom preço, com boa localização e com bom atendimento. Com certeza, voltaria a me hospedar lá.",3,Muito Bom
"A área externa é bem arborizada e charmosinha. O café da manhã e o atendimento foram muito bons. As instalações são simples, mas dão conta do recado. O chuveiro é muuuuito bom. Quem optar por este hotel precisará de carro para se deslocar até o centro.",4,Muito bom
"Hotel muito bom. Camas confortáveis, chuveiro ótimo, café da manhã delicioso, recepcionista muito prestativa. Ficamos em um apartamento para família, sendo que duas camas ficavam no mezanino. Boa localização para quem está de carro. Com certeza voltaria.",3,Local charmoso
"Um pouco afastado do centro da cidade, mas de qualquer forma bem localizado. O Jardim de Flores tem o charme de Gramado, com muitas árvores, estilo rústico e instalado em uma rua tranquila. O atendimento é bom, o banho é ótimo, e a simplicidade não é motivo que atrapalhe. Ótimo local para voltar diversas vezes com certeza de ser bem atendido.",5,Atendimento com excelência
"O hotel é bem localizado, a propriedade é muito bonita. Porém ele é um pouco frio para um hotel de montanha. ë muito clean! Faltam tapetes itens importantes de decoração, etc. O café da manhã é bom mas poderia ser melhor por ser um hotel 4 estrelas. Por enquanto o preço é bom, ma fui informado que isso vai mudar quando todas as instalções estiverem prontas, como: piscinas coberta, bar da piscina externa, academia. Tudo isso ainda está em construção. O hotel parace muito com os de rede amaericanos de categoria media.",4,Arborizado e limpo
"Atendimento formidável, cafe da manhã e chá das 17 maravilhoso,",4,Boa opção
"Pousada deliciosa em Gramado, excelente custo x beneficio. Totalmente familiar, os donos da pousada cuidam de todos os detalhes dessa charmosa pousada. Quartos charmosos com decoracao acolhedora, cama king size e lencois 800 fios. O cafe da manha e um destaque a parte, cada dia uma delicia diferente. Voltarei a Gramado em Novembro e com certeza me hospedarei la novamente. Amei!",5,Local Acolhedor Atendimento Mil
"Estivemos nela pela ""enésima"" vez em Gramado, somos clientes fiéis da pousada,embora freqüentemos outras opções esporadicamente, a localização é central porém fora do agito de centro. O atendimento é sempre impecável, conforto e qualidade em tudo, com direito nos finais de semana ao famoso chá das 5, servindo guloseimas feitas na própria pousada. Conheço vários hotéis e pousadas na região mas esta é um ""must do"" em Gramado.",5,Delicia de Pousada!
"O atendimento familiar é o destaque da pousada. Sempre atentos às necessidades dos hóspedes, a família proprietária acompanha de perto o trabalho dos funcionários. Muito bem localizada, fica a poucos metros do centro de Gramado, permite que o viajante chegue a diversos restaurantes importantes e ao comércio principal com uma pequena caminhada, evitando o estresse pela procura de uma vaga de estacionamento ou do congestionamento nas ruas durante a temporada.",5,"Voltaremos sempre, perfeito!"
"tudo muito simples, banheiros mais ou menos com sacolas de mercado no lixo.",4,Muito Bom!
"Atendimento perfeito, acolhedor, familiar, parece que temos uns pais, cuidando da gente, querendo sempre dar uma solução para tudo que precisamos. Café da manha muito bom, tudo gostoso. O senhor Paulo, muito atencioso, e o Leandro, rapaz muitíssimo atencioso, prestativo, amigo. Quarto bem aconchegante, banheiro grande. A única ressalva é que o wifi não é muito instável. Recomendo e sempre voltaremos nele!",5,Excelente
"Pousada aconchegante, quente, limpo e funcionário educados. Entre o Centro de Gramado e Canelas. Recomendo. Ótimo custo x beneficio.Voltaria com certeza ao hotel. ",4,Ótimo custo-benefício
"Lugar muito bom e preço melhor ainda! A dona é uma graça e nos atendeu super bem, o café da manhã é simples mais ótimo, e eles colocam uma música gostosa no restaurante de manha.Iamos ao centro de Gramado a pé todos os dias, na esquina do hotel tem um restaurante chamado aquece que serve um prato feito muito gostoso e barato, vale a pena.Comprei esta hospedagem pelo telefone e somente vi as fotos no site, fui com medo , mais quando cheguei adorei o lugar.Em gramado vc liga nos lugares e eles te buscam e depois te levam de volta no hotel, achei bacana este jeito.Recomendo ir a Canela e conhecer uma vinicula,fomos e monjolo e experimentei o melhor vinho da minha vida.Quando voltar a Gramado , fico hospedada no mesmo lugar e indico pra várias pessoas´a cabana jardim de flores.",4,MUITO BOM
"Recomendo. Local simples mas muito aconchegante, chalés individuais, ótima localização, lareira nos quartos. O atendimento também foi excelente!",5,Muito Bom!
"tive uma boa impressão desse hotel, conchegante, o cafée é bom, a agua é quente, a recepção dos funcionários é muito boa, limpeza feita diariamente. com plantas e flores é lindo, Entre o Centro de Gramado e Canelas. Recomendo. Ótimo custo x beneficio.Voltaria com certeza com minha familia e amigos.",5,Muito aconchegantchê!!! rsrsrs
"O hotel fica bem localizado , longe da muvuca do centro de Gramado , perto d  rodoviária, quartos aconchegantes , com uma sacada maravilhosa com vista  de arvores , bem higienizado , com muitas opções no café da manha , atendimento agradável dos funcionários. ",3,Hotel novo!
"Hotel novo, bom café da manhã, apto confortável, mas a limpeza do apto deixou à desejar.",4,"Ótimo custo, próximo do centro"
"Hotel novinho com amplas instalações. Excelente localização e atendimento excelente. Quartos grandes e café da manhã com boas opções e qualidade. Peca apenas pelo barulho devido a péssima acústica da construção. Uma pena, mas se tiver sorte vale a hospedagem.",4,Adorei!
"Estive hospedado em junho. Não fiquei satisfeito com o local. Primeiramente, na area dos chales, onde fiquei, não tem sinal de internete. Atualmente isto não é mais admissível. Segundo, o colchão da cama é fino, e inadequado para pessoas como eu, acima do peso ( gordos também gastam com turismo ). Em terceiro lugar, o banheiro cheira umidade misturado com sabonete. O box quase não da passage para uma pessoa magra. A água do banho fica empossada na entrada do box. A torneira da água fria estava com vazamento, de forma que pingava muita água fora. A janela do banheiro é de madeira e bastante obsoleto. De positive, a calefação. Não faz jus ao preço.",4,Sossego
"Estivemos neste Hotel em outubro de 2012 com mais um casal de amigos. Como queríamos desfrutar das atrações da cidade e não do Hotel procuramos conciliar custo-benefício. É um local calmo, agradável, simples e com tudo que necessitávamos. Foi servido um bom café da manhã e os serviços também são satisfatórios. O local é de fácil acesso e fica a poucos minutos dos vários locais que visitamos na cidade. Recomendo...",5,Perfeito
"Passei uma noite com minha esposa e espero voltar em breve. Os atendentes sao mto atenciosos e prestativos, a pausada e muito aconchegante, cafe da manha é perfeito e ainda tem o cha da tarde e um chá antes de dormir. Tudo e perfeito nessa pousada.",5,Pousada agradável e acolhedora
"Muito charmoso, bom atendimento realizado pelo dono, Sr Paulo. Café estilo inglês e chá antes de dormir... Hummmm maravilhoso! Pertinho do centro! Os lençóis são impecáveis! Vale a pena mesmooooooooo?",5,Perfeito. .
"A localização da pousada é boa. O espaço comum da pousada é bastante acolhedor, limpo.O café da manhã é servido individualmente na mesa , com louças e prataria, com algumas coisas feitas na hora.O quarto é limpo e aconchegante, com aquecedores no quarto e banheiros,lençóis de cama macios e bem cuidados. Tem wi-fi grátis e que funciona bem. Precisei um dia mais cedo para fazer um passeio e eles não se incomodaram de servir o café da manhã só para mim.No final da tarde eles servem um chá da tarde com bolos deliciosos. A noite deixam o quarto todo pronto para uso da cama e sempre deixam chá e bombons diariamente .Tem estacionamento.Funcionários prestativos e educados.",4,Típico
"Pousada em ótima localização, quartos muito confortáveis com um atendimento excelente. Café da manhã delicioso e todos muito atenciosos com os hóspedes. Indico demais p/ todo mundo que vai p/ Gramado!!",5,Excelente opção 
"Nós hospedamos no feriado de primeiro de maio , local aconchegante, cama boa , bom café da manha, e uma cordialidade que e o chá das cinco ! E a lareira permaneceu acessa , o café da manha e servido na mesa .Recomendo !",5,ÓTIMA!
"Estivemos em família em novembro de 2012, foi tudo perfeito. A cabana para uma família de até 6 pessoas é pequena porém muito aconchegante. Patrícia e Ederson, os administradores, são muito atenciosos. O café da manhã é maravilhoso. Saímos de lá com saudades...voltaremos em 2013. Com certeza recomendo.",5,Excelente custo beneficio em Gramado
"Adorei o hotel e a cidade de Gramado. O Master é um hotel aconchegante, que nos recebeu com um delicioso chocolate quente. O apartamento, o café da manhã e a limpeza são muito bons. Infelizmente não tive tempo de conhecer a piscina e a sauna, mas pretendo voltar um dia, com mais tempo.",4,BOM E PONTO.
"Café da manhã muito bom e bem silencioso também! É um excelente custo beneficio em Gramado, já indiquei o Hotel Cabana Jardim de Flores para mais 2 amigos que também adoraram. Tentei ficar esse ano novamente, mas já estava lotado.",3,Tranquilidade
Hotel muito bom e tranquilo. Custo-beneficio satisfatorio. Local simples mas com tudo que precisa-se para descansar...ficamos no mesmo dia que outro casal de parentes e a recepcao do hotel atendeu nosso pedido e disponibilizou quartos proximos um do outro. Localizacao boa e facil para sair e conhecer pontos turisticos da cidade. O cafe da manha bem servido e gostoso.,3,bem razoável
Foi uma experiência um tanto decepcionante em relação ao que foi mostrado no site.,3,INSATISFEITO
"Ficamos na parte dos chales, pois o hotel tem quartos num pequeno prédio também. O chalé era espaçoso, com frigobar, boa cama, bom chuveiro e com lareira. Sem luxo e com decoração bem simples, mas com o necessário. Café da manhã bom, produtos frescos, sem muita sofisticação mas saborosos e com reposição constante.Staff gentil e bem humorado. Localização boa, proximo à grande avenida que liga Gramado a Canela, em rua super tranquila e arborizada. Não sei se é a politica do lugar, mas não haviam crianças hospedadas, deixando o ambiente bem tranquilo e silencioso,",3,Nem tudo são flores
"Hotel de cidade grande, mas para quem vai tratarde negocios, congressos, ou seja, um tratamento impessoal, que não combina com Gramado.",5,"""Novo, com boa estrutura e bem localizado"""
"Já estive na pousada duas vezes, sendo que a escolhi para passar minha lua de mel. Não há muito como colocar em palavras aquilo que se encontra nessa pousada. Mais que anfitriões, se tornam seus amigos. O Paulo e sua família são incansáves, auxiliados por funcionários muito simpáticos e super prestativos. Não havia lugar melhor para estar na lua de mel e, por isso, insisti com a agente de viagem que queria ficar nela. Café ótimo, papo muito agradável, toda assistência  e conforto ao turista. Tivemos um problema no almoço em um restaurante da cidade e o Paulo ligou para o dono e tomou o caso como problema dele mesmo, fazendo com que o gerente ligasse para a pousada e nos oferecesse um jantar de graça. Não preciso falar mais nada.",5,POUSADA DOS SONHOS
"Meus tios ficaram hospedados nesta pousada e disserram que o nome da pousada deveria ser Pousada dos Sonhos. Disseram que tem tudo para uma estadia perfeita: bom gosto, bom atendimento, boa estrutura.Eles se sentiram em casa recomendam a todos. O Paulo, dono da pousada, faz de tudo para seus hóspedes ficarem satisfeitos.",5,Excelente atendimento e localização
"Estive no hotel na primeira semana de janeiro de 2013. Gostamos muito da localização, pois fica bem próximo as grandes atrações da cidade, restaurantes, ruas famosas e natal luz. Um ponto positivo foi o serviço de lavanderia/arrumação dos quartos. Sempre rápidos e disponíveis os funcionários desse setor mereçem nota 10. ",3,Estrutura nova mas serviços fracos
Tive a incrível oportunidade de passar o carnaval deste ano (2014) nesta belíssima pousada !,5,Maravilhosa!!!
"Escolhemos a pousada Florença em nossa primeira estada em Gramado, meio ao acaso, já que ñ conhecíamos a cidade... Escolhemos a Florença levando em conta sua localização (próxima ao centro) e por parecer ser suficientemente confortável. Imensa e grata foi nossa surpresa ao chegarmos e nos depararmos com uma aconchegante casa construída e pensada nos mínimos detalhes, afim de propiciar a seus hóspedes uma estada capaz de agradar a todos os sentidos: lindas obras de artes espalhadas por toda pousada; delicioso café da manhã e chá da tarde, com belíssimas e raras porcelanas antigas; roupa de cama e acomodações impecáveis; e tamanha cordialidade e presteza de seus funcionários, começando por seu proprietário, passando pelo gerente e finalizando no recepcionista! O sogro do proprietário, que está sempre pronto a uma ""prosa"", é um papo maravilhoso e muito educado e atencioso! Feliz demais com a escolha! Esperamos em breve desfrutar dos encantos de Gramado instalados nessa requintada pousada!",4,Boa escolha
"Boa localização (próxima ao Centro e diversas atrações), funcionários atenciosos e prestativos, boa relação custo-benefício, confortável e limpa. Além disso, tem um tradicional chá das cinco que é maravilhoso. Apenas achei o quarto um pouco pequeno para 3 pessoas, se fosse maior um pouco, seria mais confortável. Vale a pena se hospedar nela.",5,Chique a aconchegante
Passei o Natal de 2013 nesta maravilhosa Pousada.,5,Grata surpresa!
"Passei uma noite neste hotel com a familia , os apartamentos são de bom tamanho e novos , o café da manhã é razoável mas a reposição dos pratos é lenta o que prejudica o atendimento . A academia é ampla e muito bem aparelhada , apesar da publicidade do kids place ele só funciona a partir das 16.00 horas , e limitar o acesso na minha opinião é crítico .",3,Quando o pedido de cardapio se transforma em declaração de guerra
"Prezado Sr. Clebison,",5,Impecavel
"Ótima localização pertinho do centro de Gramado,os quartos são aconchegantes e limpinhos,tem tv a cabo ,cama confortável etc,o atendimento é bom,o café da manhã é uma delicia e o custo benefício também é muito bom.",5,"Sofisticada, intimista, personalizada e altíssima qualidade !"
"Nos hospedamos nessa excelente pousada durante 4 dias. Alem do ótimo preço que pagamos, o lugar é muito bom. Café da manhã maravilhoso e muito bem feito. Acomodações muito confortáveis e limpas. Recomendo!",4,Simples e Aconchegante
"Prezado Sr. Cassius,",5,Hotel Novo e Bom
Prezada Sra. Valéria.,5,Excelente hospedagem
"Prezada Sra. Tiziane, ",3,Razoável!
"Prezada Sra. Farmary,",5,Hotel perfeito para quem tem filhos pequenos!
"Viajei para Gramado para comemorar meu aniversario de namoro e me hospedei no hotel. Tudo foi maravilhoso. Os atendentes super atenciosos, o café da manha uma delicia, a localização e ótima, bem pertinho do centro de Gramado, e de outras atrações também. Fiquei em uma Cabana com lareira, e foi maravilhoso. Quarto limpo, a lareira funcionava perfeitamente, o sistema de calefação também. Ótimo custo beneficio, e com certeza voltarei mais vezes.",4,Bom Hotel
"Cabanas aconchegantes, cama boa, aquecedor, bom café da manhã, atendimento excelente, funcionários prestativos. Um ótimo lugar para quem passa a passeio ou a trabalho. Com um bom preço. Um lugar muito bonitinho e de fácil acesso.",5,Maravilhoso
"Nota mil essa pousada, limpeza impecável e atenção aos mínimos detalhes. Funcionários muito simpáticos, atenciosos e dedicados. Quando voltar à Gramado nem preciso procurar outro lugar pra ficar, com certeza será nesta pousada.",5,Um charme!
"A pousada é muito bonita e as acomodações são excelente (cama muito confortável, ar condicionado, TV por satélite e a cabo, banheiro muito bom) tudo muito limpo e funcionando perfeitamente. A localização é muito boa, bem próximo ao centro (pode ir a pé tranquilamente).",5,Perfeito
"Vou guardar no coração com muito carinho esses dias que passei em Gramado, cidade acolhedora. Só tenho a agradecer aos funcionários da Pousada Florença que cuidou de cada detalhe para nosso conforto. Agradecimento especial ao Alexandre e Felipe.",5,Me senti melhor do que em casa!
"A pousa Florença é, com certeza, uma das melhores opções de hotel em gramado. A pousada, além de muito aconchegante, é limpa, muito bonita e com melhor custo-benéfico. Lá você encontra funcionários dedicados e atenciosos. O café da manhã é delicioso e farto. Existe também o chá das cinco incluso no preço na diária, no qual é oferecido um tipo de chá diferente a cada dia, acompanhado de tortas, bolos e biscoutos. A decoração interior da pousada é fantástica, rústica e agradável. O recepcionista Felipe, com certeza, é o destaque da pousada. As águas no frigobar são mais um cortesia da casa. Fui, não me arrependo, e prendendo voltar. ",5,Linda
"Localizada nim dos lugares mais aconchegantes de Gramado o lugar é reservado para pessoas especiais, está no centro sem estar na muvuca, atendido pelos proprietários tem um chá da tarde que acontece sempre as 5 horas.",4,Incrível!
"Não poderia ter escolhido pousada melhor, fica a uma curva da entrada do centro e a três ruas da Rua Coberta. O número de quartos é pequeno, por isso você recebe um atendimento personalizado. O quarto é silencioso, mesmo com crianças na pousada. Sempre é muito bem recebido e todos são muito atenciosos. A limpeza e organização dos quartos é excepcional, sempre nos surpreendia. O café da manhã é impecável e ainda tem um chá das cinco ao estilo inglês que é de matar, deixei de jantar diversas vezes por comer demais nele.  Menção especial ao Felipe, que fica a noite, nunca decepcionou e é muito simpático, e ao Paulo, gerente, que também foi sempre muito solícito e atencioso. Só tenho boas lembranças.",5,"Melhor atendimento, hospitalidade e aconchego."
Dias inesquecíveis!!! Mto capricho em pequenos detalhes e mimos como um chá delicioso aguardando no quarto ao final da tarde qdo chegávamos dos passeios... Café da manha super charmoso.. Atendimento ótimo! Quero repetir a dose agora já com meus filhos! ,5,Estada inesquecível
"Ficamos nos apartamentos, ótima infra e quartos. super quente os quartos de noite q vc nem lembra q está frio la fora.",3,Hotel
"Prezada Sra. Caroline,",5,Muito bom !!
Prezada Sra. Andrea ,4,Vale muito a pena!
"Cabanas limpas e aconchegantes, recepção calorosa. Lugar perfeito para quem quer curtir Gramado e Canela, pois fica entre as duas cidades dá para ir à pé até o centro de Gramado e conhecer todas as belezas da cidade. Custo benefício, recomento à todos quer forem visitar essa linda Cidade, já estive lá duas vezes e todas duas fiquei hospedada nas cabanas, você se sente em casa.",5,Acolhedor
"Muito bem localizado. Limpo e com café  excelente. A recepção muito boa. O quarto apresenta sistema de calefacao,  ar condicionado, frigobar,  TV. Localizado próximo do centro permitindo que você não gaste muito com o preço de táxi. ",3,Bom custo benefício 
"Prezada Sra. IzaRosa,",4,Boa opção!
"Excelente pedida para quem viaja com a família e procura custo x benefício! cabanas limpas e aquecidas! ótimo atendimento. além do mais, viajamos com nosso cachorro e  lá eles aceitam. Recomendadíssimo!",5,Ótima recepção
"Ótimo atendimento. Viajamos com nossa filha de 1 ano e tivemos toda a paciência e atenção da qual precisamos. Quartos super aconchegantes, café da manhã delicioso e funcionário comprometidos. Super recomendo. ",5,Maravilhoso
Ótimo local para uma estadia em Gramado.,5,Exclusividade
"Excelente hotel. Cabanas com lareira e aquecedor. Camas confortáveis , muito limpo. Café da manhã bem variado. O atendimento é maravilhoso, extremamente acolhedor . Fazem de tudo para que o cliente se sinta bem na cidade. Adorei o hotel, quando retornar à Gramado com certeza me hospedarei lá novamente. Indico !",5,Pousada acolhedora
Excelente pousada. ,5,Já estou com saudades!
Lugar aconchegante e personalizado. Atendimento cordial onde todos lhe chamam pelo nome. Acomodações aconchegantes e de muito bom gosto. Vc nem parece que esta em um hotel. Recomendadissimo. Localização excelente. O preço não e barato mas você sai de lá achando que foi justo,4,Boa pousada
"Bem localizada, limpa, atendimento de primeira e café da manhã farto. É servido em mesas individuais, o que torna tudo mais exclusivo. Todas as noites é servido um chá com chocolate. Esse mimo nos cativou. A pousada possui bons quartos e garagem, além de ser próximo a Borges de Medeiros.",5,Perfeito! 
"Lugar aconchegante, bem arrumado e cuidado, muito lindo. Pessoal que atende inclusive a proprietária te deixam em casa. Apesar de tudo o local é simples, mas tem um café da manhã maravilhoso, nota maxima para o iogurte caseiro com geleia de morango, sensacional. Vale a pena o custo beneficio.",4,bom custo benefício
"Pousada muito acolhedora, quarto confortável, decoração impecável e o pessoal lhe trata com exclusividade.",4,Perfeita!
"Atendimento pelos proprietários com cordialidade, ficamos no chalé que mantinha uma limpeza impecável, café da manhã variado, fizemos a reserva em março e fizemos os depósitos das dia´rias ao longo do período, de forma que em dezembro já estava quitado. O café da manhã é servido as 7:30, contudo, nos foi permitido tomar café as 7h, com os qur já havia disponível, no dia do passeio, que a equipe do receptivo ia nos buscar as 7:15. Aconchegante. possui apartamentos, inclusive com cozinha. Fica próximo do centro, contudo, necessário carro.",4,Bom custo beneficio
"Prezado Sr. Rafael, ",5,Hotel recomendado
"Fomos a Gramado em julho de 2015 e ficamos na pousada Florença. Excelente atendimento, personalizado e de qualidade. Funcionários muitíssimo atenciosos,  café da manhã excepcional que nos fez até desistir do café colonial, quarto espaçoso, fora o chá que estava nos esperando todo dia a noite no quarto. Recomendamos muito, quando voltarmos a Gramado nos hospedaremos lá com certeza!",5,Gentileza
"Ótimo serviço, quarto e acomodações excelentes,Fácil localização, Gostei muito do atendimento onde o café é muito bom pessoas bem educadas com vários kits para visitar as atrações turisticas recomendo mesmo muito bom",5,Super Atenciosos
"Pousada super aconchegante e bem localizada em Gramado. Linda e cuidadosa decoração; a acomodação que ficamos é bastante confortável e quentinha (fez toda diferença nas noites frias). O atendimento foi excelente; desde a reserva até o check out, tudo foi ótimo e com bastante atenção. A pousada fica em uma rua tranquila, e é possível fazer ótimas caminhadas pelo burburinho da cidade, já que ela fica bem próxima à Rua Coberta, por exemplo. O café da manhã é personalizado, servido à mesa, muito bom. Recomendamos, sem dúvida!",5,Linda pousada - Perto de tudo!
"Ficamos na Pousada Florença no período de 10 a 15 de agosto de 2015. Ao chegarmos, fomos surpreendidos pela recepção do Paulo, que nos tratou com muita atenção. Descobrimos que, devido à uma promoção de aniversário da pousada, fomos presenteados com a estadia em um quarto superior ao que reservamos e sem custo adicional, o que já nos deixou admirados com a pousada. O quarto muito bem cuidado, assim como todo o restante do local, que tem um ar bem ""família"", aconchegante. Nos sentimos em casa.",5,Atendimento excepcional!
Prezado Sr. Francisco ,3,Precisa Melhorar
"Eu, minha mãe e meu irmão nos hospedamos lá de 24 a 27 de março de 2016, quem nos recepcionou foi a Patricia, que também é a dona do Hotel, um amor de pessoa e excelência em atendimento!",5,Simpáticos e atenciosos
Prezada Sra. Debora ,4,Ótima localização.
"Pousada maravilhosa, charmosa e confortável. Atendimento cordial, excelente café da manhã, estacionamento amplo, no centro de Gramado, da pra passear a pé. Uniu conforto , e hospitalidade . Os quartos são amplos e confortáveis.0 ponto alto é o atendimento. Eu recomendo.",5,POUSADA FLORENÇA
